jurisdicti,acres_juris_soc,objectid,lspc_lu_edit,shape_area,acres,percentage
ALISO VIEJO,4298.475848550746,1,COMM,21705819.168072958,498.29903562006666,11.592412287111507
ALISO VIEJO,4298.475848550746,2,EDU,8879248.009217083,203.84030133874364,4.742134029834765
ALISO VIEJO,4298.475848550746,3,IND,2938407.083338552,67.45681443990236,1.5693131004948593
ALISO VIEJO,4298.475848550746,4,OSAGIR,443965.5022809655,10.192086275213551,0.23710835807872502
ALISO VIEJO,4298.475848550746,5,OSAGNI,109847.38352970198,2.521759020214745,0.058666118457754546
ALISO VIEJO,4298.475848550746,6,OSDEV,27172653.243004944,623.8007790161615,14.512080695436675
ALISO VIEJO,4298.475848550746,7,OSFOR,29921.864563278108,0.6869142390058639,0.015980350141626392
ALISO VIEJO,4298.475848550746,8,OSIRR,14169557.601793502,325.28958402649096,7.567526126246088
ALISO VIEJO,4298.475848550746,9,OSLOW,11357637.655573959,260.7365263145288,6.065765926249762
ALISO VIEJO,4298.475848550746,10,OSVAC,710171.3407935408,16.303355865184255,0.37928073173477866
ALISO VIEJO,4298.475848550746,11,OSWET,573776.575777043,13.172150387746361,0.3064364710491171
ALISO VIEJO,4298.475848550746,12,RESMF,34632233.57780915,795.0498647189866,18.496013762430746
ALISO VIEJO,4298.475848550746,13,RESSFH,25487066.487646114,585.1048768645068,13.611860507361232
ALISO VIEJO,4298.475848550746,14,RESSFL,176317.3439348325,4.047705445507899,0.09416568563638683
ALISO VIEJO,4298.475848550746,15,TRANS,28418366.152526453,652.3985267753005,15.177377753646368
ALISO VIEJO,4298.475848550746,16,TRFWY,9699358.700617785,222.66752750617496,5.180129996822683
ALISO VIEJO,4298.475848550746,17,TROTH,20.537089911177972,0.00047146859641377563,1.0968229836634612e-05
ALISO VIEJO,4298.475848550746,18,UTIL,737238.690796434,16.924739204776035,0.39373657319938543
DANA POINT,4071.5603518392572,19,COMM,14180673.04278721,325.54476046027435,7.995545445752167
DANA POINT,4071.5603518392572,20,EDU,2725940.378504938,62.57923053946657,1.5369778368758735
DANA POINT,4071.5603518392572,21,IND,1344624.2842673147,30.868449558783002,0.758144873651793
DANA POINT,4071.5603518392572,22,OSAGIR,1362323.7003920472,31.27477386830112,0.7681244060450426
DANA POINT,4071.5603518392572,23,OSDEV,28071911.240833767,644.4449845917262,15.827897688493056
DANA POINT,4071.5603518392572,24,OSFOR,273095.4639081637,6.269434258340141,0.15398050474177757
DANA POINT,4071.5603518392572,25,OSIRR,7278682.4462128645,167.09622500068858,4.103968556943394
DANA POINT,4071.5603518392572,26,OSLOW,5658132.782509029,129.89337500248067,3.190247575989469
DANA POINT,4071.5603518392572,27,OSVAC,36835.10624524466,0.8456210648785966,0.020768884882566608
DANA POINT,4071.5603518392572,28,RESMF,18614677.387267895,427.3359009687976,10.495587801710029
DANA POINT,4071.5603518392572,29,RESSFH,62649019.03639969,1438.2293304230404,35.32364629844621
DANA POINT,4071.5603518392572,30,RESSFL,22759.377797805937,0.5224855104589129,0.012832510766614035
DANA POINT,4071.5603518392572,31,TRANS,29070204.259498112,667.3627305019284,16.390769223209652
DANA POINT,4071.5603518392572,32,TRFWY,2281073.067714833,52.36644150676027,1.2861465265410632
DANA POINT,4071.5603518392572,33,TROTH,1472097.0901785584,33.79483421911351,0.8300183742737752
DANA POINT,4071.5603518392572,34,UTIL,1368421.6587985307,31.414764290670046,0.7715626422569793
DANA POINT,4071.5603518392572,35,WATER,946698.153598876,21.733286051488772,0.5337805961445198
IRVINE,96.05123754093846,36,OSAGIR,76395.64156083883,1.7538096222296107,1.8259031865681483
IRVINE,96.05123754093846,37,OSDEV,237946.62622952583,5.462524747908314,5.687071856313119
IRVINE,96.05123754093846,38,OSIRR,61.43356920991662,0.0014103263302325682,0.0014683003832530414
IRVINE,96.05123754093846,39,OSLOW,2047986.0866103256,47.015479306227,48.94813689876637
IRVINE,96.05123754093846,40,RESSFL,433.49649156879246,0.009951749898070725,0.01036083484803553
IRVINE,96.05123754093846,41,TRFWY,1821168.2666604829,41.808437818076314,43.5270504106446
LAGUNA BEACH,5632.041056195566,42,COMM,9638388.043067519,221.2678282078823,3.9287167996413705
LAGUNA BEACH,5632.041056195566,43,EDU,2381886.754834498,54.680814564051886,0.9708841838228536
LAGUNA BEACH,5632.041056195566,44,IND,962211.9230298294,22.089434616369793,0.39220854461670057
LAGUNA BEACH,5632.041056195566,45,OSAGIR,7001047.05046612,160.72256783145858,2.853706557501509
LAGUNA BEACH,5632.041056195566,46,OSAGNI,96866.8926600144,2.2237667614496663,0.039484049285209925
LAGUNA BEACH,5632.041056195566,47,OSDEV,13616870.541611163,312.60158423454396,5.550391602447202
LAGUNA BEACH,5632.041056195566,48,OSFOR,4064436.0583920716,93.30698613831679,1.6567104532752448
LAGUNA BEACH,5632.041056195566,49,OSIRR,1877865.8254513734,43.11003987459159,0.7654395094861962
LAGUNA BEACH,5632.041056195566,50,OSLOW,85712552.23253092,1967.6973159726451,34.93741301879682
LAGUNA BEACH,5632.041056195566,51,OSWET,1006022.8608753282,23.095199379679617,0.41006638212568675
LAGUNA BEACH,5632.041056195566,52,RESMF,10230897.120995488,234.87001939179854,4.170230251682754
LAGUNA BEACH,5632.041056195566,53,RESSFH,81762560.0248516,1877.0176096435462,33.32735118320555
LAGUNA BEACH,5632.041056195566,54,RESSFL,34737.872816893054,0.7974750176492467,0.014159552812121308
LAGUNA BEACH,5632.041056195566,55,TRANS,24027277.17191547,551.5925913983584,9.793791975706894
LAGUNA BEACH,5632.041056195566,56,TRFWY,2495397.849296308,57.28668115054294,1.0171525994298125
LAGUNA BEACH,5632.041056195566,57,UTIL,248128.81515730187,5.696276576573464,0.10114013258521505
LAGUNA BEACH,5632.041056195566,58,WATER,174563.21851546864,4.007436105841081,0.07115395708460429
LAGUNA HILLS,3498.3869598294223,59,COMM,12301775.080425592,282.41102588782223,8.072574574729673
LAGUNA HILLS,3498.3869598294223,60,EDU,3190001.0638537207,73.2326405853135,2.0933175345078125
LAGUNA HILLS,3498.3869598294223,61,IND,318050.6927197878,7.3014684326532455,0.20870873664486592
LAGUNA HILLS,3498.3869598294223,62,OSAGIR,472291.37037227815,10.842361330198054,0.3099233471109429
LAGUNA HILLS,3498.3869598294223,63,OSAGNI,15622.933077804091,0.3586546274041295,0.010251958885775805
LAGUNA HILLS,3498.3869598294223,64,OSDEV,13470759.63721895,309.24732599676656,8.839676472604335
LAGUNA HILLS,3498.3869598294223,65,OSFOR,38464.60666472059,0.8830293967770622,0.025240943177596984
LAGUNA HILLS,3498.3869598294223,66,OSIRR,1662114.4395776992,38.15704977170347,1.0906997305271655
LAGUNA HILLS,3498.3869598294223,67,OSLOW,5739655.606660489,131.76488901174915,3.7664318860582773
LAGUNA HILLS,3498.3869598294223,68,OSWET,95820.08536779252,2.199735276613495,0.06287830657213643
LAGUNA HILLS,3498.3869598294223,69,RESMF,8460019.089529093,194.21609113193236,5.551567522359345
LAGUNA HILLS,3498.3869598294223,70,RESSFH,74995018.8012777,1721.6556194272923,49.21264435812003
LAGUNA HILLS,3498.3869598294223,71,TRANS,26651231.66772678,611.8305388653184,17.48886268360211
LAGUNA HILLS,3498.3869598294223,72,TRFWY,4346344.783133087,99.7787458348112,2.8521243609109512
LAGUNA HILLS,3498.3869598294223,73,TROTH,425816.3135274468,9.77543656560631,0.27942584900258677
LAGUNA HILLS,3498.3869598294223,74,UTIL,206750.31626262356,4.746353151202242,0.1356720745963462
LAGUNA NIGUEL,9463.77397689814,75,COMM,24893328.277186897,571.474468567464,6.038523152252862
LAGUNA NIGUEL,9463.77397689814,76,EDU,4241328.703590859,97.36789873637672,1.0288444071345473
LAGUNA NIGUEL,9463.77397689814,77,IND,2855105.433403239,65.54446404635526,0.6925799583629122
LAGUNA NIGUEL,9463.77397689814,78,OSAGIR,38430.57392794705,0.8822481095202924,0.009322333592127368
LAGUNA NIGUEL,9463.77397689814,79,OSAGNI,29792.472316492927,0.6839437898700576,0.007226937749857413
LAGUNA NIGUEL,9463.77397689814,80,OSDEV,82173314.56897339,1886.4472741785528,19.93327115590417
LAGUNA NIGUEL,9463.77397689814,81,OSFOR,3182193.5994446967,73.05340514823878,0.7719236861873406
LAGUNA NIGUEL,9463.77397689814,82,OSIRR,16849980.900901638,386.8238820254234,4.087400393074772
LAGUNA NIGUEL,9463.77397689814,83,OSLOW,66213265.6941345,1520.053502020015,16.06174688367082
LAGUNA NIGUEL,9463.77397689814,84,OSVAC,21669.867556869278,0.49747369689163334,0.005256589054358289
LAGUNA NIGUEL,9463.77397689814,85,OSWET,347444.67512326234,7.976264116302393,0.08428172767807515
LAGUNA NIGUEL,9463.77397689814,86,RESMF,31061015.253586497,713.0656450417872,7.534655778156843
LAGUNA NIGUEL,9463.77397689814,87,RESSFH,120473862.96012405,2765.7103961667035,29.224063677846534
LAGUNA NIGUEL,9463.77397689814,88,TRANS,52862192.44071784,1213.5538083131762,12.823097392912924
LAGUNA NIGUEL,9463.77397689814,89,TRFWY,3542307.0803506677,81.32050618965789,0.8592785616654386
LAGUNA NIGUEL,9463.77397689814,90,TROTH,739707.4508366843,16.981414363529943,0.17943524939831929
LAGUNA NIGUEL,9463.77397689814,91,UTIL,737636.613022727,16.933874278650844,0.1789329139152974
LAGUNA NIGUEL,9463.77397689814,92,WATER,1979415.8927871103,45.441317963141294,0.4801587221860624
LAGUNA WOODS,756.0075788948667,93,COMM,524539.9181405355,12.041827738900427,1.5928120177366916
LAGUNA WOODS,756.0075788948667,94,OSDEV,1432439.3631479626,32.88441443807633,4.349729264436795
LAGUNA WOODS,756.0075788948667,95,OSFOR,51460.22643345957,1.1813689686635178,0.15626354499240458
LAGUNA WOODS,756.0075788948667,96,OSIRR,5517319.337227669,126.66073017840282,16.75382986519009
LAGUNA WOODS,756.0075788948667,97,OSLOW,270189.0759516091,6.202712504847457,0.8204531101512696
LAGUNA WOODS,756.0075788948667,98,OSVAC,156.80065932010623,0.003599662225083222,0.0004761391190959609
LAGUNA WOODS,756.0075788948667,99,OSWET,9686.801787393888,0.22237925929103033,0.02941483339359584
LAGUNA WOODS,756.0075788948667,100,RESMF,22365508.757715393,513.4434853080536,67.91485242604521
LAGUNA WOODS,756.0075788948667,101,RESSFH,947.3630227722663,0.021748549408533654,0.00287675190323025
LAGUNA WOODS,756.0075788948667,102,TRANS,2756710.0365148634,63.285607515796386,8.37099470168409
LAGUNA WOODS,756.0075788948667,103,TROTH,2735.41582009588,0.06279675761689592,0.008306332923528713
LAKE FOREST,3303.943394927112,104,COMM,19101680.673252363,438.51600275951057,13.272450410940758
LAKE FOREST,3303.943394927112,105,EDU,1375532.9746796312,31.57801829265465,0.9557637103950573
LAKE FOREST,3303.943394927112,106,IND,7684671.746953546,176.41649416282718,5.339552389681544
LAKE FOREST,3303.943394927112,107,OSAGIR,406134.93315436575,9.323612435697246,0.28219536556226266
LAKE FOREST,3303.943394927112,108,OSDEV,21365578.278387,490.48814832315196,14.84547789546319
LAKE FOREST,3303.943394927112,109,OSFOR,173939.77161579396,3.9931236771572025,0.12085884131094676
LAKE FOREST,3303.943394927112,110,OSIRR,9412269.44927602,216.07683880777702,6.539941780874635
LAKE FOREST,3303.943394927112,111,OSLOW,10102901.010064695,231.9316212532133,7.019814379500669
LAKE FOREST,3303.943394927112,112,OSVAC,20.474021289882984,0.00047002073430242966,1.4225995970240934e-05
LAKE FOREST,3303.943394927112,113,OSWET,150119.04717614557,3.446272902987505,0.10430745040006066
LAKE FOREST,3303.943394927112,114,RESMF,17154350.644517254,393.8112778265768,11.919384066558091
LAKE FOREST,3303.943394927112,115,RESSFH,32928865.211323522,755.9457513126612,22.880014490967284
LAKE FOREST,3303.943394927112,116,RESSFL,307433.1049850374,7.057721182762778,0.2136142211983016
LAKE FOREST,3303.943394927112,117,TRANS,20273151.888251603,465.4093889141974,14.086425572335525
LAKE FOREST,3303.943394927112,118,TRFWY,2856583.0239424375,65.57838499331527,1.9848440133909833
LAKE FOREST,3303.943394927112,119,TROTH,258292.29874360622,5.929598987968337,0.1794696385749343
LAKE FOREST,3303.943394927112,120,UTIL,368247.7795358126,8.453839589792237,0.25587017584646576
MISSION VIEJO,11525.934391435894,121,COMM,33755534.09437251,774.9235334461424,6.723276460179201
MISSION VIEJO,11525.934391435894,122,EDU,23577959.564514328,541.2776372046723,4.696152639030047
MISSION VIEJO,11525.934391435894,123,IND,5735472.307471677,131.66885329269357,1.1423657479400584
MISSION VIEJO,11525.934391435894,124,OSAGNI,43806.92094962958,1.0056725477006214,0.008725266784111615
MISSION VIEJO,11525.934391435894,125,OSDEV,69171574.79912983,1587.9672058369858,13.77728520782155
MISSION VIEJO,11525.934391435894,126,OSFOR,692504.9924930295,15.897790691490119,0.13793005027170221
MISSION VIEJO,11525.934391435894,127,OSIRR,33560239.94272276,770.4401786980087,6.684378643633725
MISSION VIEJO,11525.934391435894,128,OSLOW,18135780.251717035,416.3418915302037,3.612203679327343
MISSION VIEJO,11525.934391435894,129,OSWET,1131233.3999348013,25.96964933154215,0.22531401421428213
MISSION VIEJO,11525.934391435894,130,RESMF,25770715.982355837,591.6165993004826,5.132896065034332
MISSION VIEJO,11525.934391435894,131,RESSFH,174780927.58872682,4012.4340384420243,34.81208423070032
MISSION VIEJO,11525.934391435894,132,RESSFL,299009.72691698506,6.864346257104704,0.05955542142290452
MISSION VIEJO,11525.934391435894,133,TRANS,75013802.93554692,1722.086845538541,14.940914104782713
MISSION VIEJO,11525.934391435894,134,TRFWY,22959325.55558089,527.0756977309144,4.572935881205977
MISSION VIEJO,11525.934391435894,135,TROTH,2473400.442175936,56.781688149848165,0.4926408488453046
MISSION VIEJO,11525.934391435894,136,UTIL,8398458.448438575,192.80284762105492,1.6727674291959636
MISSION VIEJO,11525.934391435894,137,WATER,6569964.1295613805,150.82622611333196,1.3085761005294168
NEWPORT BEACH,130.0087677517211,138,OSAGIR,45964.12115555963,1.055195248223045,0.8116306659112257
NEWPORT BEACH,130.0087677517211,139,OSDEV,508460.74513921665,11.672699242155621,8.978357962515814
NEWPORT BEACH,130.0087677517211,140,OSFOR,9686.798638178141,0.22237918699469553,0.17104869258011496
NEWPORT BEACH,130.0087677517211,141,OSLOW,4378912.327560353,100.52639676910493,77.32247324726232
NEWPORT BEACH,130.0087677517211,142,RESMF,463561.3900364918,10.641947756832295,8.185528847874918
NEWPORT BEACH,130.0087677517211,143,TRANS,34020.74523569461,0.7810119678393895,0.600735517535357
NEWPORT BEACH,130.0087677517211,144,TRFWY,222575.86801338525,5.109659281899179,3.930226346764868
ORANGE CO,94761.16101626148,145,COMM,25942600.41160313,595.5625386206633,0.6284854997404369
ORANGE CO,94761.16101626148,146,EDU,6722009.760818296,154.31672747791563,0.162847424574232
ORANGE CO,94761.16101626148,147,IND,15381491.036245901,353.11185864083166,0.37263203870435274
ORANGE CO,94761.16101626148,148,OSAGIR,38938960.47357784,893.919105369307,0.9433353497463595
ORANGE CO,94761.16101626148,149,OSAGNI,5505838.095800958,126.39715608859991,0.1333844469030839
ORANGE CO,94761.16101626148,150,OSDEV,203821438.43667388,4679.1150992854355,4.937778656005279
ORANGE CO,94761.16101626148,151,OSFOR,302848677.2533664,6952.476782637963,7.336812780887696
ORANGE CO,94761.16101626148,152,OSIRR,40241179.3425227,923.8140566511244,0.9748829071860596
ORANGE CO,94761.16101626148,153,OSLOW,3095730036.3415403,71068.46692605222,74.99716327902856
ORANGE CO,94761.16101626148,154,OSVAC,1611233.651441757,36.988982929194165,0.03903375030099403
ORANGE CO,94761.16101626148,155,OSWET,71290294.22303125,1636.6065056258872,1.7270788386874685
ORANGE CO,94761.16101626148,156,RESMF,18668336.845115256,428.56775754560744,0.4522591731466306
ORANGE CO,94761.16101626148,157,RESSFH,137616902.2984654,3159.262001095639,3.333907404868255
ORANGE CO,94761.16101626148,158,RESSFL,66039004.55050377,1516.0530006270535,1.5998610824966084
ORANGE CO,94761.16101626148,159,TRANS,73652642.6017678,1690.8387789995877,1.7843090961718797
ORANGE CO,94761.16101626148,160,TRFWY,7316627.944659914,167.96733726491033,0.17725264612092417
ORANGE CO,94761.16101626148,161,TROTH,3259030.6719754916,74.81734867165493,0.0789532848692309
ORANGE CO,94761.16101626148,162,UTIL,9677848.592104286,222.17372138693275,0.23445558318434903
ORANGE CO,94761.16101626148,163,WATER,3532154.632073063,81.08743711510509,0.08556998658106987
RANCHO SANTA MARGARITA,8280.210526037783,164,COMM,16060326.300465407,368.695834296679,4.452717214803026
RANCHO SANTA MARGARITA,8280.210526037783,165,EDU,4745586.522241365,108.94411167686873,1.315711424948384
RANCHO SANTA MARGARITA,8280.210526037783,166,IND,4642199.27457289,106.57065756257337,1.2870473636539892
RANCHO SANTA MARGARITA,8280.210526037783,167,OSAGIR,7267.381164161732,0.16683678222620751,0.002014877693690474
RANCHO SANTA MARGARITA,8280.210526037783,168,OSAGNI,942437.3128230957,21.63547021541911,0.2612902607438615
RANCHO SANTA MARGARITA,8280.210526037783,169,OSDEV,42350254.79935367,972.23196053446,11.741586383018378
RANCHO SANTA MARGARITA,8280.210526037783,170,OSFOR,842654.4330325885,19.34476133288413,0.2336255085916629
RANCHO SANTA MARGARITA,8280.210526037783,171,OSIRR,26079458.865073685,598.7043889628582,7.230516570382249
RANCHO SANTA MARGARITA,8280.210526037783,172,OSLOW,126909881.87153947,2913.4616508859026,35.185699540964286
RANCHO SANTA MARGARITA,8280.210526037783,173,OSVAC,30707.808926246955,0.7049571110617806,0.008513724246737098
RANCHO SANTA MARGARITA,8280.210526037783,174,OSWET,10777399.725944601,247.4160430595233,2.988028536452356
RANCHO SANTA MARGARITA,8280.210526037783,175,RESMF,19727559.07540029,452.88425128267505,5.469455617382631
RANCHO SANTA MARGARITA,8280.210526037783,176,RESSFH,50795878.09547452,1166.1175684021225,14.083131102398644
RANCHO SANTA MARGARITA,8280.210526037783,177,TRANS,35407169.012470596,812.8400055457195,9.816619416051301
RANCHO SANTA MARGARITA,8280.210526037783,178,TRFWY,15809390.49207338,362.9351177645791,4.3831453908603635
RANCHO SANTA MARGARITA,8280.210526037783,179,UTIL,2632406.8697198695,60.43198804818498,0.7298334520655249
RANCHO SANTA MARGARITA,8280.210526037783,180,WATER,2925385.946426891,67.15788907267634,0.8110617505461508
SAN CLEMENTE,11739.016173821115,181,COMM,18596635.293325383,426.9217098275877,3.6367613420153515
SAN CLEMENTE,11739.016173821115,182,EDU,7187340.870521663,164.9993025705095,1.4055576730690476
SAN CLEMENTE,11739.016173821115,183,IND,11120054.738648785,255.28235121673973,2.1746399043017965
SAN CLEMENTE,11739.016173821115,184,OSAGIR,261092.6988350547,5.993887585146538,0.051059335133952166
SAN CLEMENTE,11739.016173821115,185,OSDEV,90156148.02669765,2069.7086467486606,17.630952520007074
SAN CLEMENTE,11739.016173821115,186,OSFOR,3891362.8820518698,89.33375683081026,0.760995624960126
SAN CLEMENTE,11739.016173821115,187,OSIRR,42501094.59869751,975.6947796966467,8.311521702281102
SAN CLEMENTE,11739.016173821115,188,OSLOW,88671047.16202888,2035.6152857502661,17.340525927861155
SAN CLEMENTE,11739.016173821115,189,OSVAC,853344.1589832101,19.59016465496066,0.16688013717936395
SAN CLEMENTE,11739.016173821115,190,OSWET,97761.64349800003,2.2443074964588425,0.019118284581997484
SAN CLEMENTE,11739.016173821115,191,RESMF,29538309.869150847,678.1089996038748,5.776517189599044
SAN CLEMENTE,11739.016173821115,192,RESSFH,137573782.57195565,3158.272104424629,26.903953658331258
SAN CLEMENTE,11739.016173821115,193,RESSFL,8066.567615642432,0.18518365202042458,0.001577499413447687
SAN CLEMENTE,11739.016173821115,194,TRANS,64546985.272364765,1481.8008140743902,12.622820046722266
SAN CLEMENTE,11739.016173821115,195,TRFWY,10353976.561154127,237.6955458490501,2.0248255181545294
SAN CLEMENTE,11739.016173821115,196,TROTH,2431456.6118507176,55.81878644872229,0.47549609223879713
SAN CLEMENTE,11739.016173821115,197,UTIL,3527141.530524577,80.97235167890325,0.6897684319610539
SAN CLEMENTE,11739.016173821115,198,WATER,35938.04648657134,0.8250273241319684,0.007028050833304388
SAN JUAN CAPISTRANO,9220.309393249185,199,COMM,30992327.35890181,711.4887816479146,7.7165082574838655
SAN JUAN CAPISTRANO,9220.309393249185,200,EDU,8789265.528775042,201.77457956709435,2.188362275753083
SAN JUAN CAPISTRANO,9220.309393249185,201,IND,23506302.57299552,539.6326124538084,5.852628484686394
SAN JUAN CAPISTRANO,9220.309393249185,202,OSAGIR,15680668.78228902,359.9800621017521,3.9041924389924305
SAN JUAN CAPISTRANO,9220.309393249185,203,OSAGNI,2216248.5001847087,50.878268255401856,0.5518043112499417
SAN JUAN CAPISTRANO,9220.309393249185,204,OSDEV,46313463.52669856,1063.2150776195692,11.531183818429785
SAN JUAN CAPISTRANO,9220.309393249185,205,OSFOR,215291.98453894324,4.9424436572420785,0.053603666392213506
SAN JUAN CAPISTRANO,9220.309393249185,206,OSIRR,13976549.132780138,320.85870154142316,3.479898606686907
SAN JUAN CAPISTRANO,9220.309393249185,207,OSLOW,81548407.01912646,1872.1013134465825,20.304023923747113
SAN JUAN CAPISTRANO,9220.309393249185,208,OSVAC,103187.22140245885,2.3688621247149384,0.025691682873573773
SAN JUAN CAPISTRANO,9220.309393249185,209,OSWET,1584490.031735246,36.37503144431559,0.3945083011093731
SAN JUAN CAPISTRANO,9220.309393249185,210,RESMF,18704791.15188883,429.40463662254126,4.657142192214367
SAN JUAN CAPISTRANO,9220.309393249185,211,RESSFH,110063759.10306366,2526.7263397479537,27.4038117929392
SAN JUAN CAPISTRANO,9220.309393249185,212,RESSFL,37110.593762151046,0.8519454133372688,0.009239841845033831
SAN JUAN CAPISTRANO,9220.309393249185,213,TRANS,34564474.33343311,793.4943202879987,8.60590585924221
SAN JUAN CAPISTRANO,9220.309393249185,214,TRFWY,9952416.567119328,228.47695998404564,2.4779650696364097
SAN JUAN CAPISTRANO,9220.309393249185,215,TROTH,1252298.2559229282,28.748927115036267,0.3117987791222251
SAN JUAN CAPISTRANO,9220.309393249185,216,UTIL,2135635.273957908,49.02763582471607,0.5317331298043556
